"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Tunisia","TUN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","62","66","70","72","84","91","93","93","93","95","94","93","94","95","96","96","99","97","98","96","95","97","98","99","98","99","99","98","98","97","98","98","98","",
"Turkey","TUR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","42","64","58","56","56","55","45","86","86","79","84","72","77","76","87","67","72","79","81","79","85","88","78","68","85","90","90","96","96","96","97","97","97","98","96","96","",
"Tuvalu","TUV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36","49","72","79","37","52","73","59","89","85","99","74","70","80","99","87","97","77","94","83","82","96","98","93","98","93","97","97","99","88","89","96","97","90","89","96","",
"Tanzania","TZA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","59","55","50","52","58","67","74","79","85","77","78","81","83","83","84","81","82","79","79","76","79","87","89","95","95","90","90","83","86","85","91","90","92","91","97","98","",
"Uganda","UGA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","9","12","14","14","14","21","30","38","42","45","49","53","56","60","59","57","56","48","50","52","55","57","59","62","64","64","73","71","79","80","82","78","78","78","78","",
"Ukraine","UKR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","93","97","98","99","99","98","99","99","99","99","97","99","96","98","98","90","71","52","50","76","76","23","23","",
"Upper middle income","UMC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","54.0596407748174","65.0667825112417","69.3730874560075","69.8704890619221","71.1084354638193","85.1156208184662","85.4518145038937","88.4003831548815","88.8236290196998","85.8776190475477","84.5436871566485","83.7836573543193","81.3370165426469","82.9522397689307","84.4618466290158","85.4577422198566","86.2832401631284","87.33881681988","87.6807458151628","87.5955322717243","87.3346841022932","88.4265642252278","88.7131004824393","91.3146336038517","92.0007131974282","93.6323470799234","94.877879248114","94.8398319663218","94.8699994103391","94.7270430883255","93.8007399672774","93.2659697287872","93.4384664829382","",
"Uruguay","URY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","53","57","67","73","62","63","70","85","82","88","97","96","93","92","91","91","91","91","91","93","90","94","95","91","94","96","95","94","94","95","95","95","95","94","95","95","",
"United States","USA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","96","97","97","96","97","97","97","94","90","86","83","88","94","95","95","96","96","96","94","94","94","96","96","96","96","96","96","95","95","96","94","94","95","95","",
"Uzbekistan","UZB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","45","67","87","95","96","99","99","99","99","99","98","99","99","96","96","98","98","99","99","99","99","99","99","",
"St. Vincent and the Grenadines","VCT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","26","32","67","80","86","90","95","97","98","98","98","99","99","99","99","97","99","99","99","95","98","99","99","99","99","99","99","99","99","99","99","96","96","97","98","98","",
"Venezuela, RB","VEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","54","53","58","33","49","58","57","56","57","63","64","67","67","63","68","57","60","39","76","77","70","65","68","86","87","71","62","50","84","78","78","81","82","78","87","",
"British Virgin Islands","VGB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","4","5","42","43","50","70","88","88","88","88","91","94","93","94","95","94","93","96","96","75","99","96","95","94","92","93","96","93","95","97","59","95","97","",
"Vanuatu","VUT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","22","27","28","30","31","56","58","61","76","83","77","86","74","73","67","72","72","71","71","70","70","69","69","68","68","67","67","66","65","65","64","64","64","64","",
"West Bank and Gaza","PSE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","38.3676698951443","43.3825061726424","47.6923356292481","50.9403039866303","55.1619563258409","64.3592530668714","69.6073958077004","76.8192099791286","72.8219873682966","71.1364534188533","71.1991298110697","73.4419103942322","73.6050409796248","72.6156302610131","71.9283255497256","72.1633612215356","72.0069407942048","72.7527096321764","73.2449525867402","73.10705222593","74.7418876535128","76.5658373355986","77.9579953850875","79.4299555308957","79.6489723471261","81.7446115574095","83.9751731654234","84.8332827925526","85.2044948158852","85.1032853572784","84.8665596955476","85.3578509494764","85.8316794581363","",
"Samoa","WSM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","29","66","87","89","96","89","94","93","90","66","90","79","91","92","93","94","95","96","98","95","95","85","86","83","55","49","39","53","26","49","62","65","64","67","63","66","",
"Yemen, Rep.","YEM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1","3","4","5","7","12","13","18","36","56","84","47","50","54","33","44","47","40","68","71","74","73","65","61","72","78","76","77","76","74","74","67","67","73","73","69","",
"South Africa","ZAF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","74","75","75","70","72","70","71","72","81","79","81","73","72","73","76","75","74","73","71","70","69","64","72","74","72","73","70","66","72","68","65","70","69","",
"Congo, Dem. Rep.","COD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","18","17","16","27","37","32","38","41","38","35","16","23","29","26","23","18","18","18","25","40","30","38","41","54","60","62","70","65","72","60","74","75","74","80","81","",
"Zambia","ZMB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","49","59","66","66","83","83","83","91","79","83","86","90","86","84","83","84","84","85","85","84","83","83","82","81","80","87","94","83","81","78","79","86","90","",
"Zimbabwe","ZWE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","39","46","53","60","63","75","84","85","87","88","87","86","85","87","88","90","86","84","81","78","75","71","68","65","68","70","73","75","73","89","93","95","95","91","87","",
